0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,label
0.1603034734725952,0.207846850156784,0.2561977505683899,0.2787465751171112,0.2881965041160583,0.2438183575868606,0.2571258842945099,0.2414969503879547,0.2260611057281494,0.2154143303632736,0.2270685285329818,0.2119493782520294,0.1987857371568679,0.1864792257547378,0.1970270872116089,0.1867942810058593,0.1766479611396789,0.1556626707315445,0.1693797409534454,0.1660891622304916,0.1604281365871429,0.4206680655479431,0.4192894995212555,0.3798973560333252,0.3313319087028503,0.2861969769001007,0.3171197175979614,0.2862584590911865,0.3234152495861053,0.3579669892787933,0.3049117624759674,0.2808130979537964,0.3340230286121368,0.3723175227642059,0.2984317541122436,0.2764385044574737,0.3299716413021087,0.3655444979667663,0.2950397729873657,0.2704749703407287,0.3093716204166412,0.3380474150180816,-1.557184532430256e-07,-0.014363644644618,-0.0178643241524696,-0.0215995982289314,-0.0239388234913349,-0.0043129636906087,-0.0268833190202713,-0.0391788855195045,-0.0420656017959117,-0.0041147652082145,-0.0291982106864452,-0.0365000776946544,-0.0346332192420959,-0.0075848815031349,-0.0331681855022907,-0.030434651300311,-0.0207019206136465,-0.01188640948385,-0.0289583522826433,-0.0249795895069837,-0.0165944527834653,A
0.1414439529180526,0.188740387558937,0.2396942377090454,0.2616985738277435,0.2697771489620209,0.2264111042022705,0.238766923546791,0.2210976332426071,0.2049277424812317,0.1963334083557129,0.2053776979446411,0.1908469349145889,0.1799937337636947,0.1670728623867035,0.1751800328493118,0.1653207242488861,0.1569854021072387,0.13688725233078,0.1477129608392715,0.1445216238498687,0.1405433416366577,0.3597342371940613,0.3602713644504547,0.3152679800987243,0.2611757516860962,0.2152248322963714,0.2525772154331207,0.2170456051826477,0.2587502002716064,0.2956753373146057,0.2399049997329712,0.2090696990489959,0.2650226950645447,0.3054415583610534,0.2343716919422149,0.2063877135515213,0.2626851499080658,0.3009379506111145,0.2329413592815399,0.2056948840618133,0.2453728020191192,0.2760436534881592,-1.7164434495953176e-07,-0.0162591561675071,-0.0190214961767196,-0.0212624594569206,-0.0216225199401378,-0.0051701073534786,-0.0277295187115669,-0.0392296947538852,-0.0413053259253501,-0.003573324996978,-0.0291034150868654,-0.036180417984724,-0.0336669385433197,-0.0058218706399202,-0.0318362675607204,-0.0294564235955476,-0.0196587517857551,-0.0090461038053035,-0.026808001101017,-0.023997388780117,-0.0161726288497447,A
0.1616555750370025,0.2030251622200012,0.2466902434825897,0.2704558968544006,0.2803557813167572,0.242156371474266,0.2641040086746216,0.271168053150177,0.2736760973930359,0.2185781449079513,0.2379980981349945,0.2406001538038253,0.2370960712432861,0.19365194439888,0.2113652825355529,0.2144865542650222,0.2100300043821334,0.1674996614456176,0.1834590435028076,0.187488168478012,0.1853384375572204,0.3699473142623901,0.3707488477230072,0.3410897552967071,0.2966791689395904,0.2585110366344452,0.2900834083557129,0.2553164660930633,0.255123496055603,0.2635048031806946,0.2707759439945221,0.2373227924108505,0.2522716522216797,0.2711573243141174,0.2564423978328705,0.2270378470420837,0.2497808933258056,0.2722935378551483,0.2467310726642608,0.2215995192527771,0.2408436238765716,0.2607672810554504,1.1056930304675917e-07,-0.0120889078825712,-0.0125947268679738,-0.0122844688594341,-0.0115277962759137,0.0037028172519057,-0.001831759349443,-0.0077269715256989,-0.0110420323908329,0.0076003074645996,0.0022940351627767,-0.0041933795437216,-0.0076255034655332,0.0092692738398909,0.0027686201501637,0.0016637579537928,0.0024020420387387,0.0099480282515287,0.0042371125891804,0.0054968171752989,0.0082620522007346,A
0.1790958642959594,0.222325712442398,0.2675209939479828,0.2915998995304107,0.3001889586448669,0.2577283978462219,0.2778244912624359,0.280500203371048,0.2794787883758545,0.2334241271018982,0.2516232430934906,0.2520259618759155,0.2459054291248321,0.2083806097507476,0.224536508321762,0.2254886180162429,0.2188070267438888,0.1818791627883911,0.1962995827198028,0.1986927837133407,0.1947976648807525,0.3726872503757477,0.3698597550392151,0.3333716690540313,0.283998042345047,0.2442338466644287,0.2723058760166168,0.2371335625648498,0.2513517737388611,0.2699608504772186,0.2573030292987823,0.2224408686161041,0.2457861453294754,0.2711422145366668,0.2476796358823776,0.2173589169979095,0.2427379637956619,0.2679187059402466,0.242932990193367,0.2154550850391388,0.2354809343814849,0.2563062906265259,3.676959892118249e-08,-0.0136383483186364,-0.0151701336726546,-0.0162791609764099,-0.0164312943816185,0.0048678270541131,-0.0045160013251006,-0.0136975869536399,-0.0184529740363359,0.007898611947894,-0.0011358289048075,-0.0097385607659816,-0.0135489245876669,0.0080764256417751,-0.0015669032000005,-0.0026057190261781,-0.0007183804991655,0.0070260758511722,2.96411344606895e-05,0.0022184387780725,0.0062634358182549,A
0.1798796951770782,0.2249601185321808,0.2721104621887207,0.2953948080539703,0.3049322366714477,0.2611922323703766,0.2824127972126007,0.2882368564605713,0.2893459796905517,0.2375499606132507,0.2572407722473144,0.2600648403167724,0.2557008564472198,0.2131344228982925,0.2309559881687164,0.2324679642915725,0.2263583093881607,0.1875541508197784,0.2040147483348846,0.2069016546010971,0.2029891163110733,0.3698157370090484,0.3661097586154938,0.3301830887794494,0.2827151417732239,0.2444048970937729,0.275046706199646,0.2363594472408294,0.2425781488418579,0.2558832466602325,0.2585213482379913,0.2201614528894424,0.236001431941986,0.2568619549274444,0.2461778819561004,0.2135775536298751,0.2353711426258087,0.2582999169826507,0.2388427853584289,0.2098071873188018,0.2277394235134124,0.2470477372407913,6.585280232229708e-08,-0.0122388210147619,-0.0129976207390427,-0.0135018192231655,-0.0132279405370354,0.0034492772538214,-0.0057625602930784,-0.0143125271424651,-0.0187247935682535,0.0057819397188723,-0.0028443320188671,-0.0107877980917692,-0.0145413950085639,0.00553042255342,-0.0036656472366303,-0.0043405150063335,-0.002483190735802,0.0041459063068032,-0.0023906785063445,5.453241101349704e-05,0.0040356037206947,A
0.2107105851173401,0.2523571848869324,0.2943717837333679,0.318177729845047,0.3247668147087097,0.2846506237983703,0.3063229918479919,0.3179445266723633,0.3253111243247986,0.260692685842514,0.2824273407459259,0.2942439019680023,0.299658864736557,0.2350316047668457,0.2572429180145263,0.2701305150985718,0.2747285962104797,0.2085449397563934,0.2296955585479736,0.2423280775547027,0.2480336129665374,0.3466192483901977,0.3453381359577179,0.3141429126262665,0.2721627354621887,0.236223965883255,0.269205629825592,0.2280143499374389,0.218046024441719,0.2197357714176178,0.2495231330394745,0.2091504633426666,0.2059283852577209,0.2124268412590026,0.2338371127843856,0.1960707455873489,0.202694833278656,0.2154706865549087,0.2235925644636154,0.1909783482551574,0.1976069808006286,0.2101487070322036,1.964935876230811e-07,-0.0082724299281835,-0.008133846335113,-0.0073723820969462,-0.0063147684559226,0.0021439988631755,-0.0025007699150592,-0.0069476091302931,-0.0090580601245164,0.0043629915453493,0.0011034873314201,-0.0027784164994955,-0.0051586376503109,0.0048667201772332,-0.0001678666158113,0.0002224095660494,0.001514300587587,0.0047576609067618,6.057193240849301e-05,0.0023106245789676,0.0054151769727468,A
0.2296852767467498,0.2746084332466125,0.3172486126422882,0.3408557474613189,0.3456378579139709,0.3054013848304748,0.330785870552063,0.3315753042697906,0.3257595896720886,0.2815870642662048,0.3052738308906555,0.3060789406299591,0.2979712784290313,0.2571099996566772,0.2791426181793213,0.2812913656234741,0.2739155888557434,0.2331947386264801,0.254738986492157,0.2574275135993957,0.2521533370018005,0.3398897647857666,0.3309467136859894,0.2928022444248199,0.2453476041555404,0.2049021422863006,0.2308618128299713,0.2004521787166595,0.2202967703342437,0.2406960427761078,0.2166524827480316,0.190151110291481,0.2120259404182434,0.2349334508180618,0.2091848254203796,0.1860751956701278,0.2109600305557251,0.2343353033065796,0.2082204222679138,0.1866916567087173,0.2085868567228317,0.229778841137886,2.5814973270144044e-08,-0.0092355599626898,-0.0099596576765179,-0.0103106554597616,-0.0094339521601796,0.0058078761212527,-0.0008554678061045,-0.007595038972795,-0.0105013232678174,0.0083013409748673,0.0042337868362665,-0.0021610397379845,-0.0057112383656203,0.008805688470602,0.0041053774766623,0.0043177627958357,0.0055294781923294,0.0085066277533769,0.0044842311181128,0.0079369451850652,0.0122711034491658,A
0.2276065349578857,0.2761878371238708,0.3221129775047302,0.3462416231632232,0.3512671589851379,0.3070476949214935,0.3305867612361908,0.3356830477714538,0.3353648781776428,0.2811225950717926,0.3032568097114563,0.3065355122089386,0.3004469573497772,0.2557343542575836,0.2764336466789245,0.2803061604499817,0.2739975750446319,0.2322513461112976,0.2519236505031585,0.255672812461853,0.2515791356563568,0.3437567353248596,0.3342379331588745,0.2952571809291839,0.2460724860429763,0.2039276957511901,0.2425837516784668,0.203153520822525,0.2105805575847625,0.2245459407567978,0.2269494533538818,0.1874236464500427,0.2026381343603134,0.2247222959995269,0.2165392935276031,0.1796050667762756,0.1981669068336486,0.2207755595445633,0.2119028270244598,0.1784747391939163,0.1945121586322784,0.2147960364818573,6.241422312314171e-08,-0.0113287940621376,-0.0123122595250606,-0.0128410374745726,-0.0125274648889899,0.0051767681725323,-0.0024632264394313,-0.0108833247795701,-0.0153847942128777,0.0080314176157116,0.0011673930566757,-0.0071274158544838,-0.0114825777709484,0.0085801826789975,0.0020224405452609,0.0006363448919728,0.0012824306031689,0.0080677112564444,0.0030695623718202,0.0052233049646019,0.0086455764248967,A
0.2335296422243118,0.2815737128257751,0.3280864357948303,0.3536799252033233,0.3574726581573486,0.318364679813385,0.3397864401340484,0.3456743657588959,0.347256600856781,0.2924171388149261,0.311236172914505,0.3145327270030975,0.3099722564220428,0.2653541564941406,0.2826751172542572,0.285337895154953,0.2793834805488586,0.2386454045772552,0.2558106780052185,0.2584641277790069,0.2547762095928192,0.3445361852645874,0.3338676691055298,0.2940547466278076,0.2462646961212158,0.2062389850616455,0.2429432719945907,0.2035442590713501,0.2070064544677734,0.217906042933464,0.2269379049539566,0.1864828616380691,0.1999781280755996,0.2208637595176696,0.2155191153287887,0.1780387163162231,0.1983945518732071,0.2226035594940185,0.2104065865278244,0.17637500166893,0.1932195723056793,0.2143617123365402,6.716769007653056e-08,-0.0089926747605204,-0.0073580578900873,-0.0062107075937092,-0.0043581398203969,0.0130249792709946,0.0081768482923507,0.0010175914503633,-0.0031693251803517,0.0147084845229983,0.0088281789794564,0.000196201595827,-0.0041671087965369,0.0139628974720835,0.0068385750055313,0.0050009256228804,0.005896751768887,0.0122653208673,0.0065294620580971,0.0084897382184863,0.0121101718395948,A
0.2348832339048385,0.2843574285507202,0.3312558829784393,0.3594922125339508,0.3668014407157898,0.3252307176589966,0.3498207926750183,0.3525862395763397,0.3501052558422088,0.2999991476535797,0.3208410441875458,0.3218407332897186,0.3140646517276764,0.2735629379749298,0.2923290133476257,0.2940129041671753,0.28654545545578,0.2470725029706955,0.2657184302806854,0.2673304677009582,0.2626902163028717,0.3426879346370697,0.3349012434482574,0.2954139709472656,0.2486564368009567,0.2088995575904846,0.2435928285121917,0.2028418630361557,0.2142863571643829,0.2326654940843582,0.2271442711353302,0.1865391880273819,0.2064136415719986,0.2321347892284393,0.2156712561845779,0.1790218949317932,0.202433168888092,0.2279548048973083,0.2104982882738113,0.179292231798172,0.1986490190029144,0.2203348278999328,1.2078261946157909e-08,-0.0079486304894089,-0.0061429250054061,-0.0055474792607128,-0.0038269041106104,0.0162333436310291,0.0092071937397122,0.0003805670130532,-0.0042494377121329,0.0168193317949771,0.0090233637019991,-0.0009194469312205,-0.0053769494406878,0.0146278478205204,0.0066047003492712,0.0048299957998096,0.0062225256115198,0.0114590404555201,0.0058014914393424,0.0082905953750014,0.0125113744288682,A
